state,year,ID,con,pro,score,fips,cces.ideol,cces.smooth,abbr,gsp,demUnif,repUnif,ID,squireProfess,termLimits,fb9000,fb0010,fb1015,fb9015,fbPct2015
Pennsylvania,2009,,0,10.5,2.442347035,42,-14.64725624,-11.42213722,PA,45.312,0,0,38,0.479000002,0,39.31,45.4,13.27,129.44,6.5
Pennsylvania,2010,,0,12.66666667,2.614959778,42,-12.73741892,-13.3873498,PA,46.387,0,1,38,0.479000002,0,39.31,45.4,13.27,129.44,6.5
Pennsylvania,2011,,3,2,-0.287682072,42,-14.34182877,-12.90330893,PA,46.872,0,1,38,0.479000002,0,39.31,45.4,13.27,129.44,6.5
Pennsylvania,2012,,7.333333333,14,0.587786665,42,-10.39964253,-13.27430499,PA,47.54,0,1,38,0.479000002,0,39.31,45.4,13.27,129.44,6.5
Pennsylvania,2013,,1.666666667,16.33333333,1.871802177,42,-14.96406168,-14.5674225,PA,48.278,0,1,38,0.479000002,0,39.31,45.4,13.27,129.44,6.5
Pennsylvania,2014,,2.666666667,5,0.492476485,42,-19.0743658,-14.58933185,PA,49.214,0,1,38,0.479000002,0,39.31,45.4,13.27,129.44,6.5
Pennsylvania,2015,,0,1,0.693147181,42,-11.84098841,-14.00394143,PA,50.357,0,0,38,0.479000002,0,39.31,45.4,13.27,129.44,6.5
Pennsylvania,2016,,3,6,0.559615788,42,-12.58326853,-12.56491433,PA,50.665,0,0,38,0.479000002,0,39.31,45.4,13.27,129.44,6.5
Rhode Island,2005,,0,0,0,44,NA,-32.18933714,RI,47.176,0,0,39,0.134000003,0,25.58,12.62,5.95,49.85,13.5
Rhode Island,2006,,3,0,-1.386294361,44,-13.21610773,-11.54774662,RI,48.259,0,0,39,0.134000003,0,25.58,12.62,5.95,49.85,13.5
Rhode Island,2007,,2,4,0.510825624,44,3.294306446,2.310880602,RI,47.137,0,0,39,0.134000003,0,25.58,12.62,5.95,49.85,13.5
Rhode Island,2008,,0,7,2.079441542,44,14.7648282,9.954006624,RI,45.746,0,0,39,0.134000003,0,25.58,12.62,5.95,49.85,13.5
Rhode Island,2009,,0,22.25,3.146305132,44,14.75735145,11.72465059,RI,45.28,0,0,39,0.134000003,0,25.58,12.62,5.95,49.85,13.5
Rhode Island,2010,,6.666666666,10,0.361013346,44,0.163176692,8.816913894,RI,46.332,0,0,39,0.134000003,0,25.58,12.62,5.95,49.85,13.5
Rhode Island,2011,,0,7,2.079441542,44,10.46350105,4.156842483,RI,46.01,0,0,39,0.134000003,0,25.58,12.62,5.95,49.85,13.5
Rhode Island,2012,,0,5,1.791759469,44,3.82796771,2.523233868,RI,46.188,0,0,39,0.134000003,0,25.58,12.62,5.95,49.85,13.5
Rhode Island,2013,,0,14,2.708050201,44,-3.834024932,5.383845708,RI,46.356,0,0,39,0.134000003,0,25.58,12.62,5.95,49.85,13.5
Rhode Island,2014,,0,3.333333333,1.466337069,44,16.19351502,9.344592254,RI,46.723,1,0,39,0.134000003,0,25.58,12.62,5.95,49.85,13.5
Rhode Island,2015,,0,4,1.609437912,44,18.09761778,13.21767913,RI,47.541,1,0,39,0.134000003,0,25.58,12.62,5.95,49.85,13.5
Rhode Island,2016,,0,0,0,44,13.41711418,17.04794918,RI,47.739,1,0,39,0.134000003,0,25.58,12.62,5.95,49.85,13.5
South Carolina,2005,,0,0,0,45,-27.76926808,-25.17990221,SC,37.397,0,1,40,0.160999998,0,139.55,88.39,6.52,380.75,4.8
South Carolina,2006,,3.333333333,0,-1.466337069,45,-20.78053609,-25.15505121,SC,37.326,0,1,40,0.160999998,0,139.55,88.39,6.52,380.75,4.8
South Carolina,2007,,4,4.333333333,0.064538521,45,-24.24382171,-25.32794892,SC,37.724,0,1,40,0.160999998,0,139.55,88.39,6.52,380.75,4.8
South Carolina,2008,,40.14285714,6.142857142,-1.750937475,45,-28.56735363,-25.72295621,SC,36.834,0,1,40,0.160999998,0,139.55,88.39,6.52,380.75,4.8
South Carolina,2009,,1.5,0,-0.916290732,45,-27.16719097,-26.51466944,SC,34.955,0,1,40,0.160999998,0,139.55,88.39,6.52,380.75,4.8
South Carolina,2010,,10.66666667,3.666666667,-0.916290732,45,-24.50011499,-25.74656202,SC,35.126,0,1,40,0.160999998,0,139.55,88.39,6.52,380.75,4.8
South Carolina,2011,,27.33333334,1,-2.650891787,45,-23.19405234,-25.46074455,SC,35.609,0,1,40,0.160999998,0,139.55,88.39,6.52,380.75,4.8
South Carolina,2012,,4.666666667,5,0.057158414,45,-31.45538706,-26.7515688,SC,35.346,0,1,40,0.160999998,0,139.55,88.39,6.52,380.75,4.8
South Carolina,2013,,5.666666667,4,-0.287682073,45,-21.23874952,-25.50016142,SC,35.701,0,1,40,0.160999998,0,139.55,88.39,6.52,380.75,4.8
South Carolina,2014,,7.333333333,0,-2.120263536,45,-30.63246477,-24.07713665,SC,36.301,0,1,40,0.160999998,0,139.55,88.39,6.52,380.75,4.8
South Carolina,2015,,2.333333333,3,0.182321557,45,-12.7947535,-22.89582626,SC,36.917,0,1,40,0.160999998,0,139.55,88.39,6.52,380.75,4.8
South Carolina,2016,,4,0,-1.609437912,45,-26.15246259,-21.75919214,SC,37.075,0,1,40,0.160999998,0,139.55,88.39,6.52,380.75,4.8
South Dakota,2005,,0,0,0,46,-65.22209344,-58.5538704,SD,42.762,0,1,41,0.068000004,1,83.26,64.79,25.21,278.12,3.2
South Dakota,2006,,5,0,-1.791759469,46,-20.11100299,-34.12981229,SD,42.825,0,1,41,0.068000004,1,83.26,64.79,25.21,278.12,3.2
South Dakota,2007,,0,3,1.386294361,46,-29.31482802,-18.90827811,SD,44.017,0,1,41,0.068000004,1,83.26,64.79,25.21,278.12,3.2
South Dakota,2008,,1,5.142857143,1.122142786,46,4.933036159,-12.86452175,SD,45.516,0,1,41,0.068000004,1,83.26,64.79,25.21,278.12,3.2
South Dakota,2009,,0,4,1.609437912,46,-31.97219498,-16.04704292,SD,45.457,0,1,41,0.068000004,1,83.26,64.79,25.21,278.12,3.2
South Dakota,2010,,6.999999999,1,-1.386294361,46,-14.53628255,-25.76310079,SD,45.605,0,1,41,0.068000004,1,83.26,64.79,25.21,278.12,3.2
South Dakota,2011,,2,2,0,46,-39.09824496,-33.57390707,SD,47.972,0,1,41,0.068000004,1,83.26,64.79,25.21,278.12,3.2
South Dakota,2012,,3.666666667,1,-0.84729786,46,-38.10724797,-36.22869488,SD,46.965,0,1,41,0.068000004,1,83.26,64.79,25.21,278.12,3.2
South Dakota,2013,,0,4.666666667,1.734601055,46,-29.77721345,-31.08193899,SD,46.869,0,1,41,0.068000004,1,83.26,64.79,25.21,278.12,3.2
South Dakota,2014,,0,3,1.386294361,46,-29.29729803,-27.7618199,SD,46.874,0,1,41,0.068000004,1,83.26,64.79,25.21,278.12,3.2
South Dakota,2015,,0,2,1.098612289,46,-7.130389716,-25.50612762,SD,47.894,0,1,41,0.068000004,1,83.26,64.79,25.21,278.12,3.2
South Dakota,2016,,2.5,0,-1.252762968,46,-34.76266633,-24.37252482,SD,47.808,0,1,41,0.068000004,1,83.26,64.79,25.21,278.12,3.2
Tennessee,2005,,2.25,0,-1.178654996,47,-20.08389832,-22.90303952,TN,41.868,0,0,42,0.118000001,0,171.91,81.75,14.73,467.02,5
Tennessee,2006,,2.666666667,2,-0.200670696,47,-27.961087,-20.40113248,TN,42.177,0,0,42,0.118000001,0,171.91,81.75,14.73,467.02,5
Tennessee,2007,,17,3.333333333,-1.424034689,47,-13.86471506,-19.36657794,TN,41.172,0,0,42,0.118000001,0,171.91,81.75,14.73,467.02,5
Tennessee,2008,,5.285714286,6,0.107630664,47,-19.03934837,-19.48972608,TN,40.949,0,0,42,0.118000001,0,171.91,81.75,14.73,467.02,5
Tennessee,2009,,6.5,11.25,0.490622916,47,-19.7337442,-21.45578093,TN,39.096,0,0,42,0.118000001,0,171.91,81.75,14.73,467.02,5
Tennessee,2010,,17.33333333,6.333333333,-0.916290732,47,-28.31192279,-26.4475189,TN,39.37,0,1,42,0.118000001,0,171.91,81.75,14.73,467.02,5
Tennessee,2011,,8,2,-1.098612289,47,-26.8824129,-25.36723037,TN,40.193,0,1,42,0.118000001,0,171.91,81.75,14.73,467.02,5
Tennessee,2012,,5.333333333,4,-0.236388778,47,-24.16657841,-21.96228747,TN,41.091,0,1,42,0.118000001,0,171.91,81.75,14.73,467.02,5
Tennessee,2013,,6,8.333333334,0.287682073,47,-9.894061308,-20.39205644,TN,41.487,0,1,42,0.118000001,0,171.91,81.75,14.73,467.02,5
Tennessee,2014,,4.666666667,4,-0.125163143,47,-30.57092664,-20.74607004,TN,41.875,0,1,42,0.118000001,0,171.91,81.75,14.73,467.02,5
Tennessee,2015,,6.666666666,10.33333333,0.390866309,47,-16.56622558,-23.54142016,TN,42.803,0,1,42,0.118000001,0,171.91,81.75,14.73,467.02,5
Tennessee,2016,,12.5,2,-1.504077397,47,-30.86640788,-28.61796165,TN,43.688,0,1,42,0.118000001,0,171.91,81.75,14.73,467.02,5
Texas,2005,,0,3,1.386294361,48,-24.99429715,-23.09386055,TX,45.966,0,1,43,0.209999993,0,91.41,42.85,12.78,208.36,17
Texas,2006,,NA,NA,NA,48,-18.86470004,-21.22807948,TX,47.595,0,1,43,0.209999993,0,91.41,42.85,12.78,208.36,17
Texas,2007,,10,12.33333333,0.192371893,48,-19.37950958,-20.79942078,TX,48.954,0,1,43,0.209999993,0,91.41,42.85,12.78,208.36,17
Texas,2008,,NA,NA,NA,48,-19.9996491,-21.66659204,TX,48.282,0,1,43,0.209999993,0,91.41,42.85,12.78,208.36,17
Texas,2009,,8.75,62.25,1.869827843,48,-25.53805947,-24.41228221,TX,47.034,0,1,43,0.209999993,0,91.41,42.85,12.78,208.36,17
Texas,2010,,NA,NA,NA,48,-26.18751328,-25.39483538,TX,47.417,0,1,43,0.209999993,0,91.41,42.85,12.78,208.36,17
Texas,2011,,20.33333333,33.66666667,0.485507816,48,-25.97521866,-24.87455251,TX,48.354,0,1,43,0.209999993,0,91.41,42.85,12.78,208.36,17
Texas,2012,,NA,NA,NA,48,-20.60253721,-26.05156506,TX,50.266,0,1,43,0.209999993,0,91.41,42.85,12.78,208.36,17
Texas,2013,,7.333333333,99,2.48490665,48,-30.67110308,-25.69590994,TX,52.018,0,1,43,0.209999993,0,91.41,42.85,12.78,208.36,17
Texas,2014,,NA,NA,NA,48,-28.11610655,-24.409741,TX,52.875,0,1,43,0.209999993,0,91.41,42.85,12.78,208.36,17
Texas,2015,,27.33333333,8.666666667,-1.075355426,48,-15.4507019,-22.62856394,TX,54.134,0,1,43,0.209999993,0,91.41,42.85,12.78,208.36,17
Texas,2016,,NA,NA,NA,48,-22.77144445,-20.00222082,TX,53.129,0,1,43,0.209999993,0,91.41,42.85,12.78,208.36,17
Utah,2005,,6.25,3.25,-0.534082486,49,-22.6448518,-19.73902891,UT,41.657,0,1,44,0.071999997,0,177.91,40.32,9.8,328.21,8.2
Utah,2006,,0,0,0,49,-20.55922518,-23.19944657,UT,44.004,0,1,44,0.071999997,0,177.91,40.32,9.8,328.21,8.2
Utah,2007,,3,8,0.810930216,49,-19.85704998,-26.465745,UT,45.293,0,1,44,0.071999997,0,177.91,40.32,9.8,328.21,8.2
Utah,2008,,41,5.714285715,-1.833432166,49,-34.38280178,-29.34095088,UT,43.375,0,1,44,0.071999997,0,177.91,40.32,9.8,328.21,8.2
Utah,2009,,8,6.5,-0.182321557,49,-33.73706327,-32.77059939,UT,41.563,0,1,44,0.071999997,0,177.91,40.32,9.8,328.21,8.2
Utah,2010,,21.33333333,27,0.226124179,49,-30.56012535,-31.59073617,UT,41.5,0,1,44,0.071999997,0,177.91,40.32,9.8,328.21,8.2
Utah,2011,,29.33333333,28.66666667,-0.022223137,49,-28.250966,-30.1641834,UT,41.992,0,1,44,0.071999997,0,177.91,40.32,9.8,328.21,8.2
Utah,2012,,4,17.33333333,1.299282984,49,-31.63128729,-31.59666476,UT,41.929,0,1,44,0.071999997,0,177.91,40.32,9.8,328.21,8.2
Utah,2013,,9.666666666,15,0.405465108,49,-32.96880318,-29.0397816,UT,42.267,0,1,44,0.071999997,0,177.91,40.32,9.8,328.21,8.2
Utah,2014,,16,7.666666667,-0.673729095,49,-28.81414634,-27.73876597,UT,43.145,0,1,44,0.071999997,0,177.91,40.32,9.8,328.21,8.2
Utah,2015,,7.999999999,22,0.938269639,49,-15.84643188,-27.45339394,UT,44.174,0,1,44,0.071999997,0,177.91,40.32,9.8,328.21,8.2
Utah,2016,,0,12,2.564949357,49,-34.11958095,-28.01438621,UT,44.893,0,1,44,0.071999997,0,177.91,40.32,9.8,328.21,8.2
Vermont,2005,,0,0,0,50,100,79.47056477,VT,41.588,0,0,45,0.109999999,0,33.6,18.56,2.49,62.35,4.5
Vermont,2006,,0,2.333333333,1.203972804,50,4.247269595,38.16487348,VT,41.754,0,0,45,0.109999999,0,33.6,18.56,2.49,62.35,4.5
Vermont,2007,,2.666666667,4,0.310154928,50,4.832597871,11.90867137,VT,41.472,0,0,45,0.109999999,0,33.6,18.56,2.49,62.35,4.5
Vermont,2008,,0,0,0,50,15.44520709,0.682104048,VT,41.764,0,0,45,0.109999999,0,33.6,18.56,2.49,62.35,4.5
Vermont,2009,,0,1,0.693147181,50,-6.320614337,7.558054858,VT,40.855,0,0,45,0.109999999,0,33.6,18.56,2.49,62.35,4.5
Vermont,2010,,0,1.333333333,0.84729786,50,17.74120618,9.267565344,VT,42.17,1,0,45,0.109999999,0,33.6,18.56,2.49,62.35,4.5
Vermont,2011,,6.333333334,6.333333333,-1.36E-10,50,11.41940527,12.93406226,VT,43.124,1,0,45,0.109999999,0,33.6,18.56,2.49,62.35,4.5
Vermont,2012,,2,8.666666667,1.170071253,50,11.75040094,13.00524081,VT,43.042,1,0,45,0.109999999,0,33.6,18.56,2.49,62.35,4.5
Vermont,2013,,2.333333333,7,0.875468737,50,9.775712341,5.692508971,VT,42.914,1,0,45,0.109999999,0,33.6,18.56,2.49,62.35,4.5
Vermont,2014,,0,0,0,50,-2.646931408,1.796005572,VT,43.12,1,0,45,0.109999999,0,33.6,18.56,2.49,62.35,4.5
Vermont,2015,,0,0,0,50,-11.41900226,-0.216267056,VT,43.571,1,0,45,0.109999999,0,33.6,18.56,2.49,62.35,4.5
Vermont,2016,,0,5.5,1.871802177,50,7.146601214,-0.230819528,VT,43.984,1,0,45,0.109999999,0,33.6,18.56,2.49,62.35,4.5
Virginia,2005,,3,3.25,0.060624622,51,-5.306543497,-6.588131763,VA,52.305,0,0,46,0.137999997,0,84.22,59.76,11.81,229.05,12.2
Virginia,2006,,10.66666667,2,-1.358123484,51,-13.63135707,-7.325654402,VA,52.866,0,0,46,0.137999997,0,84.22,59.76,11.81,229.05,12.2
Virginia,2007,,5.666666667,9.999999999,0.500775288,51,-3.05894389,-9.549077479,VA,52.657,0,0,46,0.137999997,0,84.22,59.76,11.81,229.05,12.2
Virginia,2008,,19.28571429,7.428571429,-0.878289614,51,-5.225211232,-12.66245434,VA,51.985,0,0,46,0.137999997,0,84.22,59.76,11.81,229.05,12.2
Virginia,2009,,11.75,12.5,0.057158414,51,-23.89956414,-17.95364748,VA,51.389,0,0,46,0.137999997,0,84.22,59.76,11.81,229.05,12.2
Virginia,2010,,10.66666667,21.66666667,0.664159644,51,-23.07286235,-22.22353041,VA,51.946,0,0,46,0.137999997,0,84.22,59.76,11.81,229.05,12.2
Virginia,2011,,26,32.66666667,0.220671362,51,-20.01353629,-18.76729589,VA,51.754,0,0,46,0.137999997,0,84.22,59.76,11.81,229.05,12.2
Virginia,2012,,5,10.66666667,0.664976304,51,-10.70480442,-16.09405267,VA,51.546,0,0,46,0.137999997,0,84.22,59.76,11.81,229.05,12.2
Virginia,2013,,12,17.66666667,0.361790045,51,-16.92104283,-16.63983785,VA,51.106,0,0,46,0.137999997,0,84.22,59.76,11.81,229.05,12.2
Virginia,2014,,4.666666667,16.66666667,1.13707857,51,-24.49086859,-16.09228501,VA,50.879,0,0,46,0.137999997,0,84.22,59.76,11.81,229.05,12.2
Virginia,2015,,8,22.66666667,0.966843011,51,-11.29511286,-15.57618113,VA,51.667,0,0,46,0.137999997,0,84.22,59.76,11.81,229.05,12.2
Virginia,2016,,7,5,-0.287682072,51,-14.842867,-14.6390278,VA,51.643,0,0,46,0.137999997,0,84.22,59.76,11.81,229.05,12.2
Washington,2005,,0,4.25,1.658228077,53,-12.84707965,-11.56270115,WA,51.956,1,0,47,0.211999997,0,92.56,44.23,10.59,207.17,13.7
Washington,2006,,3,2,-0.287682072,53,-1.966444181,-5.305549826,WA,52.9,1,0,47,0.211999997,0,92.56,44.23,10.59,207.17,13.7
Washington,2007,,1.333333333,6,1.098612289,53,-5.600414673,-1.756017547,WA,55.348,1,0,47,0.211999997,0,92.56,44.23,10.59,207.17,13.7
Washington,2008,,0,11.14285714,2.496741107,53,3.359864959,-0.958781838,WA,54.939,1,0,47,0.211999997,0,92.56,44.23,10.59,207.17,13.7
Washington,2009,,4.25,15,1.114360646,53,-0.804179626,-2.941130649,WA,52.264,1,0,47,0.211999997,0,92.56,44.23,10.59,207.17,13.7
Washington,2010,,2.333333333,27,2.128231706,53,-9.954601762,-6.792702622,WA,52.679,1,0,47,0.211999997,0,92.56,44.23,10.59,207.17,13.7
Washington,2011,,9.666666667,18.33333333,0.594707108,53,-10.6220937,-8.190466513,WA,52.5,1,0,47,0.211999997,0,92.56,44.23,10.59,207.17,13.7
Washington,2012,,0,2,1.098612289,53,-3.162387707,-6.741109409,WA,53.439,1,0,47,0.211999997,0,92.56,44.23,10.59,207.17,13.7
Washington,2013,,0,4,1.609437912,53,-4.865051098,-6.706686914,WA,54.161,1,0,47,0.211999997,0,92.56,44.23,10.59,207.17,13.7
Washington,2014,,2.333333333,7.333333333,0.916290732,53,-8.970990639,-5.10861976,WA,55.197,1,0,47,0.211999997,0,92.56,44.23,10.59,207.17,13.7
Washington,2015,,0,14,2.708050201,53,-4.179791071,-2.455811326,WA,56.407,0,0,47,0.211999997,0,92.56,44.23,10.59,207.17,13.7
Washington,2016,,0,4.5,1.704748092,53,3.269594433,1.399415195,WA,57.727,0,0,47,0.211999997,0,92.56,44.23,10.59,207.17,13.7
West Virginia,2005,,0,0,0,54,-16.7375873,-18.25303151,WV,33.628,1,0,48,0.120999999,0,22.22,16.1,31.14,86.08,1.6
West Virginia,2006,,0,0,0,54,-17.45081795,-18.41214913,WV,34.009,1,0,48,0.120999999,0,22.22,16.1,31.14,86.08,1.6
West Virginia,2007,,4,2.333333333,-0.405465108,54,-23.82449021,-17.66723914,WV,33.892,1,0,48,0.120999999,0,22.22,16.1,31.14,86.08,1.6
West Virginia,2008,,2.285714286,0,-1.189584067,54,-22.71936033,-16.49878224,WV,34.679,1,0,48,0.120999999,0,22.22,16.1,31.14,86.08,1.6
West Virginia,2009,,4.5,3,-0.318453731,54,0.206050735,-13.55045613,WV,34.564,1,0,48,0.120999999,0,22.22,16.1,31.14,86.08,1.6
West Virginia,2010,,6.333333333,3.333333333,-0.526093096,54,-26.07510682,-12.92986775,WV,35.368,1,0,48,0.120999999,0,22.22,16.1,31.14,86.08,1.6
West Virginia,2011,,5,0,-1.791759469,54,-9.216896944,-21.01468235,WV,36.084,1,0,48,0.120999999,0,22.22,16.1,31.14,86.08,1.6
West Virginia,2012,,5,1,-1.098612289,54,-34.64434065,-28.501894,WV,35.509,1,0,48,0.120999999,0,22.22,16.1,31.14,86.08,1.6
West Virginia,2013,,0,3,1.386294361,54,-33.90772301,-29.79585033,WV,35.755,1,0,48,0.120999999,0,22.22,16.1,31.14,86.08,1.6
West Virginia,2014,,2.333333333,0,-1.203972804,54,-28.2761206,-31.33895901,WV,36.059,1,0,48,0.120999999,0,22.22,16.1,31.14,86.08,1.6
West Virginia,2015,,2.333333333,2,-0.105360516,54,-24.4447369,-32.36302805,WV,36.461,0,0,48,0.120999999,0,22.22,16.1,31.14,86.08,1.6
West Virginia,2016,,0,0,0,54,-37.83656014,-32.84665985,WV,36.244,0,0,48,0.120999999,0,22.22,16.1,31.14,86.08,1.6
Wisconsin,2005,,0,0,0,55,13.60733238,8.05075864,WI,45.131,0,0,49,0.241999999,0,65.41,31.57,9.44,138.17,4.8
Wisconsin,2006,,0,0,0,55,-12.69056262,-1.101604982,WI,45.515,0,0,49,0.241999999,0,65.41,31.57,9.44,138.17,4.8
Wisconsin,2007,,0,0,0,55,-4.218715131,-7.926149618,WI,45.464,0,0,49,0.241999999,0,65.41,31.57,9.44,138.17,4.8
Wisconsin,2008,,0,4.571428571,1.717651497,55,-9.795040979,-12.18759489,WI,44.622,1,0,49,0.241999999,0,65.41,31.57,9.44,138.17,4.8
Wisconsin,2009,,0,9.75,2.374905755,55,-17.97749349,-13.8904633,WI,43.215,1,0,49,0.241999999,0,65.41,31.57,9.44,138.17,4.8
Wisconsin,2010,,5.333333333,1,-1.15267951,55,-13.70902543,-17.73997397,WI,44.126,0,1,49,0.241999999,0,65.41,31.57,9.44,138.17,4.8
Wisconsin,2011,,0,0,0,55,-20.94768743,-17.80102102,WI,44.906,0,1,49,0.241999999,0,65.41,31.57,9.44,138.17,4.8
Wisconsin,2012,,0,4,1.609437912,55,-18.02029842,-17.6936921,WI,45.382,0,1,49,0.241999999,0,65.41,31.57,9.44,138.17,4.8
Wisconsin,2013,,0,2,1.098612289,55,-14.53693739,-19.55228011,WI,45.845,0,1,49,0.241999999,0,65.41,31.57,9.44,138.17,4.8
Wisconsin,2014,,0,0,0,55,-24.04106526,-20.01774772,WI,46.423,0,1,49,0.241999999,0,65.41,31.57,9.44,138.17,4.8
Wisconsin,2015,,0,2.666666667,1.299282984,55,-22.37957614,-19.70168628,WI,47.325,0,1,49,0.241999999,0,65.41,31.57,9.44,138.17,4.8
Wisconsin,2016,,0,0,0,55,-16.34681313,-18.56522963,WI,47.833,0,1,49,0.241999999,0,65.41,31.57,9.44,138.17,4.8
Wyoming,2005,,0,2.75,1.32175584,56,NA,-34.10592281,WY,57.642,0,0,50,0.061000001,0,33.31,41.39,38.86,161.74,3.8
Wyoming,2006,,3,2.333333333,-0.182321557,56,-28.93118363,-25.85042802,WY,63.428,0,0,50,0.061000001,0,33.31,41.39,38.86,161.74,3.8
Wyoming,2007,,3,0,-1.386294361,56,-7.790498133,-20.09017756,WY,65.471,0,0,50,0.061000001,0,33.31,41.39,38.86,161.74,3.8
Wyoming,2008,,0,0,0,56,-35.81768063,-16.8513342,WY,69.182,0,0,50,0.061000001,0,33.31,41.39,38.86,161.74,3.8
Wyoming,2009,,3.5,0,-1.504077397,56,-4.891555571,-17.33947003,WY,66.32,0,0,50,0.061000001,0,33.31,41.39,38.86,161.74,3.8
Wyoming,2010,,0,2.333333333,1.203972804,56,-20.86508316,-20.32983318,WY,64.603,0,1,50,0.061000001,0,33.31,41.39,38.86,161.74,3.8
Wyoming,2011,,0,0,0,56,-27.07480049,-24.10974399,WY,63.985,0,1,50,0.061000001,0,33.31,41.39,38.86,161.74,3.8
Wyoming,2012,,0,0,0,56,-35.60614391,-32.04812562,WY,60.777,0,1,50,0.061000001,0,33.31,41.39,38.86,161.74,3.8
Wyoming,2013,,0,0,0,56,-21.26057455,-34.7435574,WY,60.77,0,1,50,0.061000001,0,33.31,41.39,38.86,161.74,3.8
Wyoming,2014,,0,3,1.386294361,56,-53.63679863,-32.59383692,WY,60.9,0,1,50,0.061000001,0,33.31,41.39,38.86,161.74,3.8
Wyoming,2015,,0,2,1.098612289,56,-11.92357802,-29.78089518,WY,60.979,0,1,50,0.061000001,0,33.31,41.39,38.86,161.74,3.8
Wyoming,2016,,0,0,0,56,-30.43405936,-24.79567755,WY,60.004,0,1,50,0.061000001,0,33.31,41.39,38.86,161.74,3.8
